id,event_type,event_cause,corridor,junction,police_station,zone,road_closure_probability,predicted_duration_band,risk_level,risk_score,manpower,barricading,diversion,equipment,agency_alerts,hotspot_level,hotspot_score,actual_duration_band,target_road_closure,latitude,longitude,start_datetime,description,duration_band,is_peak_hour,valid_duration_label,prob_duration_long,prob_duration_medium,prob_duration_short,total_events,closure_rate,control_room,primary_trigger,playbook_json
FKID003301,unplanned,vehicle_breakdown,non-corridor,unknown,city market,unknown,0.010876596,short,low,17.46,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",low,3.25,short,0,12.9563631,77.5773428,2024-03-29 19:34:16.124000+00:00,Bmtc bus joint cut agi off road agide sir traffic one side movement [LOCATION] ide sir,short,0,1,0.0,0.2326430494450504,0.7673569505549495,7,0.0,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 17.46, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003302,planned,construction,orr east 2,unknown,hal old airport,unknown,0.0656811,long,high,60.96,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,55.98540145985402,short,0,12.96923191,77.70098502,2024-03-29 19:50:39.972000+00:00,[LOCATION] construction,short,0,1,0.6462520938095883,0.10675947102405577,0.2469884351663558,137,0.021897810218978103,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 60.96, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID003303,unplanned,construction,orr east 2,unknown,hal old airport,unknown,0.019250179,long,high,58.87,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,55.98540145985402,long,0,12.96877944,77.70122799,2024-03-29 19:58:19.196000+00:00,[LOCATION] construction sir,long,0,1,0.8305305494653833,0.06780055072118273,0.10166889981343359,137,0.021897810218978103,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 58.87, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID003306,unplanned,vehicle_breakdown,non-corridor,unknown,cubbon park,unknown,0.027862566,short,low,22.72,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,18.23125,short,0,12.9793531,77.5854569,2024-03-29 19:57:25.759000+00:00,one side traffic moving,short,0,1,0.0016661562021439511,0.20643535222683707,0.7918984915710189,32,0.15625,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 22.72, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003310,unplanned,accident,tumkur road,unknown,yeshwanthpura,unknown,0.016918728,short,medium,34.76,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"ambulance standby, crash cones, reflective jackets, tow van, traffic cones","medical emergency support, traffic police",high,42.41503759398496,medium,0,13.0179142,77.5594838,2024-03-29 20:46:31.131000+00:00,near [LOCATION],medium,0,1,0.15895282629551558,0.26806623866631296,0.5729809350381713,133,0.022556390977443608,Notify station control and monitor every 15 minutes.,accident,"{""risk_level"": ""medium"", ""risk_score"": 34.76, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""ambulance standby"", ""crash cones"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""medical emergency support"", ""traffic police""], ""primary_trigger"": ""accident""}"
FKID003311,unplanned,tree_fall,non-corridor,unknown,jeevanbheemanagar,unknown,0.69021,short,critical,60.4,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,17.8,long,0,12.9678065,77.6529808,2024-03-29 20:41:42.652000+00:00,bbmp Forest department information remove sir,long,0,1,0.1354280088326953,0.41866059715187487,0.4459113940154299,10,0.3,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 60.4, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
FKID003312,planned,construction,orr east 2,unknown,hal old airport,unknown,0.0048210067,long,high,58.22,4-6 officers + 2 patrol units,Barricade readiness at affected arm and upstream junction.,Activate partial diversion and push advisory to nearby corridors.,"barricades, portable signage, reflective cones, reflective jackets, traffic cones, warning signage","control room, road works contractor, traffic police",high,55.98540145985402,long,0,12.969466,77.7010444,2024-03-29 20:35:09.609000+00:00,karthiknagara towards [LOCATION] and karthiknagara towards marathhalli traffic movement will be slow due to [LOCATION] station work,long,0,1,0.9565320351257327,0.011488831881134675,0.03197913299313216,137,0.021897810218978103,Control-room loop with field updates every 10 minutes.,construction,"{""risk_level"": ""high"", ""risk_score"": 58.22, ""manpower"": ""4-6 officers + 2 patrol units"", ""barricading"": ""Barricade readiness at affected arm and upstream junction."", ""diversion"": ""Activate partial diversion and push advisory to nearby corridors."", ""control_room"": ""Control-room loop with field updates every 10 minutes."", ""equipment"": [""barricades"", ""portable signage"", ""reflective cones"", ""reflective jackets"", ""traffic cones"", ""warning signage""], ""agency_alerts"": [""control room"", ""road works contractor"", ""traffic police""], ""primary_trigger"": ""construction""}"
FKID003316,unplanned,vehicle_breakdown,hosur road,unknown,madiwala,unknown,0.014812585,short,low,22.62,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",medium,19.83478260869565,short,0,12.9292202,77.6152975,2024-03-29 21:00:27.474000+00:00,"vehicle battery burst,vehicle offroad. in sp road juction traffic slow movement sir",short,0,1,0.0,0.4485941715364242,0.5514058284635761,46,0.06521739130434782,Log and monitor.,vehicle_breakdown,"{""risk_level"": ""low"", ""risk_score"": 22.62, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003323,unplanned,others,non-corridor,unknown,adugodi,unknown,0.06987212,short,low,15.72,1 patrol unit,No barricading by default; keep cones ready if lane obstruction grows.,No diversion. Monitor junction approach roads.,"reflective jackets, traffic cones",traffic police,medium,15.25,short,0,12.9463182,77.6025017,2024-03-29 21:45:41.038000+00:00,KMF vehicle park in  mainroad no driver traffic movement slow in bg road near [LOCATION] sir 🙏,short,0,1,0.20571647317880956,0.2259486025841646,0.5683349242370255,27,0.1111111111111111,Log and monitor.,default,"{""risk_level"": ""low"", ""risk_score"": 15.72, ""manpower"": ""1 patrol unit"", ""barricading"": ""No barricading by default; keep cones ready if lane obstruction grows."", ""diversion"": ""No diversion. Monitor junction approach roads."", ""control_room"": ""Log and monitor."", ""equipment"": [""reflective jackets"", ""traffic cones""], ""agency_alerts"": [""traffic police""], ""primary_trigger"": ""default""}"
FKID003325,unplanned,vehicle_breakdown,bellary road 1,unknown,high ground,unknown,0.062745154,medium,medium,44.04,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,37.40217391304347,medium,0,12.9869407,77.5888485,2024-03-29 21:37:46.512000+00:00,,medium,0,1,0.0,0.6720515357491289,0.3279484642508712,92,0.09782608695652174,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 44.04, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003326,unplanned,vehicle_breakdown,tumkur road,unknown,yeshwanthpura,unknown,0.034566343,medium,medium,43.56,2 officers + 1 patrol unit,Local channelization with cones/signage near incident point.,Prepare local diversion if queue spills to adjacent junction.,"clearance crew, reflective jackets, tow van, traffic cones","traffic police, traffic police tow unit",high,42.41503759398496,medium,0,13.0205131,77.552269,2024-03-29 21:56:00.962000+00:00,,medium,0,1,0.0,0.7188178981936548,0.2811821018063452,133,0.022556390977443608,Notify station control and monitor every 15 minutes.,vehicle_breakdown,"{""risk_level"": ""medium"", ""risk_score"": 43.56, ""manpower"": ""2 officers + 1 patrol unit"", ""barricading"": ""Local channelization with cones/signage near incident point."", ""diversion"": ""Prepare local diversion if queue spills to adjacent junction."", ""control_room"": ""Notify station control and monitor every 15 minutes."", ""equipment"": [""clearance crew"", ""reflective jackets"", ""tow van"", ""traffic cones""], ""agency_alerts"": [""traffic police"", ""traffic police tow unit""], ""primary_trigger"": ""vehicle_breakdown""}"
FKID003328,unplanned,tree_fall,non-corridor,unknown,pulikeshinagar(f.town),unknown,0.90807813,short,critical,72.07,8+ officers + inspector oversight + 3 patrol units,Full barricade deployment and protected emergency lane.,Activate full diversion plan and public advisory immediately.,"barricades, portable signage, reflective jackets, traffic cones, tree clearance crew","BBMP tree clearance, traffic police",medium,24.034615384615385,short,0,13.0015752,77.6121596,2024-03-29 22:34:59.910000+00:00,,short,0,1,0.14763156214424025,0.2748602452111732,0.5775081926445867,39,0.23076923076923078,Dedicated control-room monitoring until clearance.,tree_fall,"{""risk_level"": ""critical"", ""risk_score"": 72.07, ""manpower"": ""8+ officers + inspector oversight + 3 patrol units"", ""barricading"": ""Full barricade deployment and protected emergency lane."", ""diversion"": ""Activate full diversion plan and public advisory immediately."", ""control_room"": ""Dedicated control-room monitoring until clearance."", ""equipment"": [""barricades"", ""portable signage"", ""reflective jackets"", ""traffic cones"", ""tree clearance crew""], ""agency_alerts"": [""BBMP tree clearance"", ""traffic police""], ""primary_trigger"": ""tree_fall""}"
